From,To,Valid-From,Valid-Until,Days,Departure,Arrival,Flight,Aircraft,Duration,from,until,AircraftName,ICAO,Capacity,FromAirport,FromCity,FromCountry,FromLatitude,FromLongitude,ToAirport,ToCity,ToCountry,ToLatitude,ToLongitude,passenger_pre,To_city_country,population_from,population,city_id,from_city_id,from_to
SYD,ADL,2009-01-02,2009-01-30,1234567,14:25,16:05,QF759,73H,02:10,2,30,Boeing 737-800 (winglets) pax,B738,162,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,4840600.0,1295714.0,535,155,SYD_ADL
SYD,ADL,2009-01-02,2009-01-30,123456,07:10,08:50,QF735,73H,02:10,2,30,Boeing 737-800 (winglets) pax,B738,162,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,138,Australia_Adelaide,4840600.0,1295714.0,535,155,SYD_ADL
SYD,ADL,2009-01-02,2009-01-30,123457,17:25,19:05,QF783,73H,02:10,2,30,Boeing 737-800 (winglets) pax,B738,162,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,138,Australia_Adelaide,4840600.0,1295714.0,535,155,SYD_ADL
SYD,ADL,2009-01-02,2009-01-30,123457,20:45,22:25,QF785,73H,02:10,2,30,Boeing 737-800 (winglets) pax,B738,162,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,138,Australia_Adelaide,4840600.0,1295714.0,535,155,SYD_ADL
SYD,ADL,2009-01-02,2009-01-17,6,11:10,12:45,QF81,333,02:05,2,17,Airbus A330-300,A333,335,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,47,Australia_Adelaide,4840600.0,1295714.0,535,155,SYD_ADL
BNE,ADL,2009-01-02,2009-01-18,1234567,15:50,19:00,QF663,73H,02:40,2,18,Boeing 737-800 (winglets) pax,B738,162,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,2360241.0,1295714.0,535,330,BNE_ADL
BNE,ADL,2009-01-02,2009-01-30,1234567,08:25,11:35,QF661,73H,02:40,2,30,Boeing 737-800 (winglets) pax,B738,162,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,2360241.0,1295714.0,535,330,BNE_ADL
BNE,ADL,2009-01-02,2009-01-30,123457,18:00,21:10,QF665,73H,02:40,2,30,Boeing 737-800 (winglets) pax,B738,162,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,138,Australia_Adelaide,2360241.0,1295714.0,535,330,BNE_ADL
CBR,ADL,2009-01-02,2009-01-30,123457,17:55,19:10,QF737,734,01:45,2,30,Boeing 737-400 pax,B734,146,Canberra,Canberra,Australia,-35.306944,149.195,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,125,Australia_Adelaide,381488.0,1295714.0,535,745,CBR_ADL
MEL,ADL,2009-01-02,2009-01-22,123457,20:10,21:00,QF699,734,01:20,2,22,Boeing 737-400 pax,B734,146,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,125,Australia_Adelaide,4529500.0,1295714.0,535,167,MEL_ADL
MEL,ADL,2009-01-02,2009-01-23,5,18:50,19:40,QF701,734,01:20,2,23,Boeing 737-400 pax,B734,146,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,20,Australia_Adelaide,4529500.0,1295714.0,535,167,MEL_ADL
MEL,ADL,2009-01-03,2009-01-30,123456,08:10,09:00,QF675,73H,01:20,3,30,Boeing 737-800 (winglets) pax,B738,162,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,138,Australia_Adelaide,4529500.0,1295714.0,535,167,MEL_ADL
MEL,ADL,2009-01-02,2009-01-30,1234567,07:10,08:00,QF671,73H,01:20,2,30,Boeing 737-800 (winglets) pax,B738,162,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,4529500.0,1295714.0,535,167,MEL_ADL
MEL,ADL,2009-01-02,2009-01-30,123457,15:15,16:05,QF689,73H,01:20,2,30,Boeing 737-800 (winglets) pax,B738,162,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,138,Australia_Adelaide,4529500.0,1295714.0,535,167,MEL_ADL
MEL,ADL,2009-01-02,2009-01-30,123457,16:25,17:15,QF693,73H,01:20,2,30,Boeing 737-800 (winglets) pax,B738,162,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,138,Australia_Adelaide,4529500.0,1295714.0,535,167,MEL_ADL
MEL,ADL,2009-01-02,2009-01-15,24,11:55,12:45,QF81,333,01:20,2,15,Airbus A330-300,A333,335,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,95,Australia_Adelaide,4529500.0,1295714.0,535,167,MEL_ADL
PER,ADL,2009-01-02,2009-01-24,1234567,06:20,10:40,QF590,73H,02:50,2,24,Boeing 737-800 (winglets) pax,B738,162,Perth Intl,Perth,Australia,-31.940278,115.966944,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,2039200.0,1295714.0,535,371,PER_ADL
PER,ADL,2009-01-02,2009-01-30,1234567,09:45,14:05,QF668,73H,02:50,2,30,Boeing 737-800 (winglets) pax,B738,162,Perth Intl,Perth,Australia,-31.940278,115.966944,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,2039200.0,1295714.0,535,371,PER_ADL
PER,ADL,2009-01-02,2009-01-30,1234567,14:00,18:20,QF592,73H,02:50,2,30,Boeing 737-800 (winglets) pax,B738,162,Perth Intl,Perth,Australia,-31.940278,115.966944,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,2039200.0,1295714.0,535,371,PER_ADL
PER,ADL,2009-01-02,2009-01-30,123457,16:25,20:45,QF584,73H,02:50,2,30,Boeing 737-800 (winglets) pax,B738,162,Perth Intl,Perth,Australia,-31.940278,115.966944,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,138,Australia_Adelaide,2039200.0,1295714.0,535,371,PER_ADL
ASP,ADL,2009-01-02,2009-01-30,1234567,11:40,14:35,QF722,73H,01:55,2,30,Boeing 737-800 (winglets) pax,B738,162,Alice Springs,Alice Springs,Australia,-23.806667,133.902222,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,23726.0,1295714.0,535,18819,ASP_ADL
DRW,ADL,2009-01-02,2009-01-30,1234567,12:10,16:45,QF757,73H,03:35,2,30,Boeing 737-800 (winglets) pax,B738,162,Darwin Intl,Darwin,Australia,-12.4083333,130.87266,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,162,Australia_Adelaide,136828.0,1295714.0,535,3856,DRW_ADL
HKG,CNS,2009-01-02,2009-01-30,136,23:50,09:05+1,CX103,333,07:15,2,30,Airbus A330-300,A333,335,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Cairns Intl,Cairns,Australia,-16.885833,145.755278,143,Australia_Cairns,7398000.0,146778.0,3664,70,HKG_CNS
HKG,CNS,2009-01-02,2009-01-30,245,23:50,14:25+1,CX103,333,12:35,2,30,Airbus A330-300,A333,335,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Cairns Intl,Cairns,Australia,-16.885833,145.755278,143,Australia_Cairns,7398000.0,146778.0,3664,70,HKG_CNS
SYD,CNS,2009-01-02,2009-01-25,1234567,09:15,11:15,QF924,763,03:00,2,25,Boeing 767-300 pax,B763,269,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Cairns Intl,Cairns,Australia,-16.885833,145.755278,269,Australia_Cairns,4840600.0,146778.0,3664,155,SYD_CNS
BNE,CNS,2009-01-02,2009-01-30,1234567,07:00,09:20,QF798,73H,02:20,2,30,Boeing 737-800 (winglets) pax,B738,162,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Cairns Intl,Cairns,Australia,-16.885833,145.755278,162,Australia_Cairns,2360241.0,146778.0,3664,330,BNE_CNS
BNE,CNS,2009-01-02,2009-01-30,1234567,09:50,12:10,QF782,73H,02:20,2,30,Boeing 737-800 (winglets) pax,B738,162,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Cairns Intl,Cairns,Australia,-16.885833,145.755278,162,Australia_Cairns,2360241.0,146778.0,3664,330,BNE_CNS
BNE,CNS,2009-01-02,2009-01-30,1234567,14:05,16:25,QF784,73H,02:20,2,30,Boeing 737-800 (winglets) pax,B738,162,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Cairns Intl,Cairns,Australia,-16.885833,145.755278,162,Australia_Cairns,2360241.0,146778.0,3664,330,BNE_CNS
BNE,CNS,2009-01-02,2009-01-30,1234567,19:50,22:10,QF786,73H,02:20,2,30,Boeing 737-800 (winglets) pax,B738,162,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Cairns Intl,Cairns,Australia,-16.885833,145.755278,162,Australia_Cairns,2360241.0,146778.0,3664,330,BNE_CNS
MKY,CNS,2009-01-02,2009-01-30,12345,09:45,11:50,QF2300,DH4,02:05,2,30,De Havilland DHC-8-400 Dash 8Q,DH8D,70,Mackay,Mackay,Australia,-21.171667,149.179722,Cairns Intl,Cairns,Australia,-16.885833,145.755278,50,Australia_Cairns,3659.0,146778.0,3664,41424,MKY_CNS
MKY,CNS,2009-01-02,2009-01-30,12456,17:20,19:25,QF2314,DH4,02:05,2,30,De Havilland DHC-8-400 Dash 8Q,DH8D,70,Mackay,Mackay,Australia,-21.171667,149.179722,Cairns Intl,Cairns,Australia,-16.885833,145.755278,50,Australia_Cairns,3659.0,146778.0,3664,41424,MKY_CNS
MKY,CNS,2009-01-02,2009-01-30,67,12:20,14:25,QF2308,DH4,02:05,2,30,De Havilland DHC-8-400 Dash 8Q,DH8D,70,Mackay,Mackay,Australia,-21.171667,149.179722,Cairns Intl,Cairns,Australia,-16.885833,145.755278,20,Australia_Cairns,3659.0,146778.0,3664,41424,MKY_CNS
MKY,CNS,2009-01-02,2009-01-30,37,17:10,19:25,QF2314,DH3,02:15,2,30,De Havilland DHC-8-300 Dash 8 8Q,DH8C,50,Mackay,Mackay,Australia,-21.171667,149.179722,Cairns Intl,Cairns,Australia,-16.885833,145.755278,14,Australia_Cairns,3659.0,146778.0,3664,41424,MKY_CNS
TSV,CNS,2009-01-02,2009-01-30,12345,11:00,11:50,QF2300,DH4,00:50,2,30,De Havilland DHC-8-400 Dash 8Q,DH8D,70,Townsville,Townsville,Australia,-19.2525,146.765278,Cairns Intl,Cairns,Australia,-16.885833,145.755278,50,Australia_Cairns,178649.0,146778.0,3664,3125,TSV_CNS
TSV,CNS,2009-01-02,2009-01-30,12456,18:35,19:25,QF2314,DH4,00:50,2,30,De Havilland DHC-8-400 Dash 8Q,DH8D,70,Townsville,Townsville,Australia,-19.2525,146.765278,Cairns Intl,Cairns,Australia,-16.885833,145.755278,50,Australia_Cairns,178649.0,146778.0,3664,3125,TSV_CNS
TSV,CNS,2009-01-02,2009-01-30,67,13:35,14:25,QF2308,DH4,00:50,2,30,De Havilland DHC-8-400 Dash 8Q,DH8D,70,Townsville,Townsville,Australia,-19.2525,146.765278,Cairns Intl,Cairns,Australia,-16.885833,145.755278,20,Australia_Cairns,178649.0,146778.0,3664,3125,TSV_CNS
TSV,CNS,2009-01-02,2009-01-13,124,17:20,18:15,QF2310,DH3,00:55,2,13,De Havilland DHC-8-300 Dash 8 8Q,DH8C,50,Townsville,Townsville,Australia,-19.2525,146.765278,Cairns Intl,Cairns,Australia,-16.885833,145.755278,21,Australia_Cairns,178649.0,146778.0,3664,3125,TSV_CNS
TSV,CNS,2009-01-02,2009-01-30,37,18:30,19:25,QF2314,DH3,00:55,2,30,De Havilland DHC-8-300 Dash 8 8Q,DH8C,50,Townsville,Townsville,Australia,-19.2525,146.765278,Cairns Intl,Cairns,Australia,-16.885833,145.755278,14,Australia_Cairns,178649.0,146778.0,3664,3125,TSV_CNS
WEI,CNS,2009-01-02,2009-01-12,124,14:50,16:10,QF2481,DH4,01:20,2,12,De Havilland DHC-8-400 Dash 8Q,DH8D,70,Weipa,Weipa,Australia,-12.678611,141.925278,Cairns Intl,Cairns,Australia,-16.885833,145.755278,30,Australia_Cairns,3291.0,146778.0,3664,42063,WEI_CNS
WEI,CNS,2009-01-02,2009-01-30,6,14:15,15:35,QF2481,DH4,01:20,2,30,De Havilland DHC-8-400 Dash 8Q,DH8D,70,Weipa,Weipa,Australia,-12.678611,141.925278,Cairns Intl,Cairns,Australia,-16.885833,145.755278,10,Australia_Cairns,3291.0,146778.0,3664,42063,WEI_CNS
PER,CNS,2009-01-02,2009-01-30,57,23:30,04:50+1,QF1030,73H,04:20,2,30,Boeing 737-800 (winglets) pax,B738,162,Perth Intl,Perth,Australia,-31.940278,115.966944,Cairns Intl,Cairns,Australia,-16.885833,145.755278,46,Australia_Cairns,2039200.0,146778.0,3664,371,PER_CNS
ASP,CNS,2009-01-02,2009-01-30,1234567,16:15,18:50,QF1948,717,02:05,2,30,Boeing 717,B712,106,Alice Springs,Alice Springs,Australia,-23.806667,133.902222,Cairns Intl,Cairns,Australia,-16.885833,145.755278,106,Australia_Cairns,23726.0,146778.0,3664,18819,ASP_CNS
DRW,CNS,2009-01-02,2009-01-30,1234567,06:30,10:45,QF1943,717,03:45,2,30,Boeing 717,B712,106,Darwin Intl,Darwin,Australia,-12.4083333,130.87266,Cairns Intl,Cairns,Australia,-16.885833,145.755278,106,Australia_Cairns,136828.0,146778.0,3664,3856,DRW_CNS
DRW,CNS,2009-01-02,2009-01-30,1234567,07:00,09:55,QF1871,717,02:25,2,30,Boeing 717,B712,106,Darwin Intl,Darwin,Australia,-12.4083333,130.87266,Cairns Intl,Cairns,Australia,-16.885833,145.755278,106,Australia_Cairns,136828.0,146778.0,3664,3856,DRW_CNS
HKG,KUL,2009-01-02,2009-01-30,134567,08:55,12:40,CX723,333,03:45,2,30,Airbus A330-300,A333,335,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,2.745578,101.709917,287,Malaysia_Kuala Lumpur,7398000.0,8639000.0,50,70,HKG_KUL
HKG,KUL,2009-01-02,2009-01-30,1234567,15:20,19:00,CX721,773,03:40,2,30,Boeing 777-300 pax,B773,386,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,2.745578,101.709917,386,Malaysia_Kuala Lumpur,7398000.0,8639000.0,50,70,HKG_KUL
HKG,KUL,2009-01-02,2009-01-23,1234567,12:55,16:45,CX725,330,03:50,2,23,Airbus A330 all models,A330,293,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,2.745578,101.709917,293,Malaysia_Kuala Lumpur,7398000.0,8639000.0,50,70,HKG_KUL
NRT,KUL,2009-01-02,2009-01-30,1234567,11:30,18:10,JL723,767,07:40,2,30,Boeing 767 all pax models,\N,216,Narita Intl,Tokyo,Japan,35.764722,140.386389,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,2.745578,101.709917,216,Malaysia_Kuala Lumpur,39105000.0,8639000.0,50,0,NRT_KUL
SIN,KUL,2009-01-02,2009-01-30,1234567,20:10,21:15,JL721,767,01:05,2,30,Boeing 767 all pax models,\N,216,Singapore Changi Intl,Singapore,Singapore,1.350189,103.994433,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,2.745578,101.709917,216,Malaysia_Kuala Lumpur,5271000.0,8639000.0,50,135,SIN_KUL
HKG,PER,2009-01-02,2009-01-30,1234567,15:05,23:45,CX171,333,07:40,2,30,Airbus A330-300,A333,335,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Perth Intl,Perth,Australia,-31.940278,115.966944,335,Australia_Perth,7398000.0,2039200.0,371,70,HKG_PER
HKG,PER,2009-01-02,2009-01-30,247,23:30,08:15+1,QF68,333,07:45,2,30,Airbus A330-300,A333,335,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Perth Intl,Perth,Australia,-31.940278,115.966944,143,Australia_Perth,7398000.0,2039200.0,371,70,HKG_PER
NRT,PER,2009-01-02,2009-01-30,136,20:35,07:00+1,QF80,763,10:25,2,30,Boeing 767-300 pax,B763,269,Narita Intl,Tokyo,Japan,35.764722,140.386389,Perth Intl,Perth,Australia,-31.940278,115.966944,115,Australia_Perth,39105000.0,2039200.0,371,0,NRT_PER
SIN,PER,2009-01-02,2009-01-30,1234567,09:00,15:10,QF72,333,05:10,2,30,Airbus A330-300,A333,335,Singapore Changi Intl,Singapore,Singapore,1.350189,103.994433,Perth Intl,Perth,Australia,-31.940278,115.966944,335,Australia_Perth,5271000.0,2039200.0,371,135,SIN_PER
SIN,PER,2009-01-02,2009-01-30,1234567,19:45,01:55+1,QF78,333,05:10,2,30,Airbus A330-300,A333,335,Singapore Changi Intl,Singapore,Singapore,1.350189,103.994433,Perth Intl,Perth,Australia,-31.940278,115.966944,335,Australia_Perth,5271000.0,2039200.0,371,135,SIN_PER
SYD,PER,2009-01-02,2009-01-23,1234567,19:20,22:15,QF583,332,04:55,2,23,Airbus A330-200,A332,293,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Perth Intl,Perth,Australia,-31.940278,115.966944,293,Australia_Perth,4840600.0,2039200.0,371,155,SYD_PER
SYD,PER,2009-01-02,2009-01-30,1234567,08:10,11:05,QF575,332,04:55,2,30,Airbus A330-200,A332,293,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Perth Intl,Perth,Australia,-31.940278,115.966944,293,Australia_Perth,4840600.0,2039200.0,371,155,SYD_PER
SYD,PER,2009-01-02,2009-01-18,7,13:10,16:05,QF579,763,04:55,2,18,Boeing 767-300 pax,B763,269,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Perth Intl,Perth,Australia,-31.940278,115.966944,38,Australia_Perth,4840600.0,2039200.0,371,155,SYD_PER
SYD,PER,2009-01-02,2009-01-21,1234567,17:50,20:45,QF571,763,04:55,2,21,Boeing 767-300 pax,B763,269,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,4840600.0,2039200.0,371,155,SYD_PER
SYD,PER,2009-01-02,2009-01-21,12345,06:10,09:05,QF565,763,04:55,2,21,Boeing 767-300 pax,B763,269,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Perth Intl,Perth,Australia,-31.940278,115.966944,192,Australia_Perth,4840600.0,2039200.0,371,155,SYD_PER
SYD,PER,2009-01-02,2009-01-22,123457,16:50,19:45,QF569,763,04:55,2,22,Boeing 767-300 pax,B763,269,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Perth Intl,Perth,Australia,-31.940278,115.966944,230,Australia_Perth,4840600.0,2039200.0,371,155,SYD_PER
SYD,PER,2009-01-02,2009-01-29,1234567,10:10,13:05,QF581,763,04:55,2,29,Boeing 767-300 pax,B763,269,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,4840600.0,2039200.0,371,155,SYD_PER
SYD,PER,2009-01-02,2009-01-30,1234567,12:00,14:55,QF577,763,04:55,2,30,Boeing 767-300 pax,B763,269,Sydney Intl,Sydney,Australia,-33.946111,151.177222,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,4840600.0,2039200.0,371,155,SYD_PER
BNE,PER,2009-01-04,2009-01-30,1234567,09:05,13:25,QF651,73H,05:20,4,30,Boeing 737-800 (winglets) pax,B738,162,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Perth Intl,Perth,Australia,-31.940278,115.966944,162,Australia_Perth,2360241.0,2039200.0,371,330,BNE_PER
BNE,PER,2009-01-02,2009-01-14,1234567,19:25,23:40,QF767,763,05:15,2,14,Boeing 767-300 pax,B763,269,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,2360241.0,2039200.0,371,330,BNE_PER
BNE,PER,2009-01-02,2009-01-17,1234567,07:30,11:45,QF589,763,05:15,2,17,Boeing 767-300 pax,B763,269,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,2360241.0,2039200.0,371,330,BNE_PER
BNE,PER,2009-01-02,2009-01-30,1234567,13:20,17:35,QF597,763,05:15,2,30,Boeing 767-300 pax,B763,269,Brisbane Intl,Brisbane,Australia,-27.384167,153.1175,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,2360241.0,2039200.0,371,330,BNE_PER
CBR,PER,2009-01-02,2009-01-30,123457,19:30,22:10,QF719,73H,04:40,2,30,Boeing 737-800 (winglets) pax,B738,162,Canberra,Canberra,Australia,-35.306944,149.195,Perth Intl,Perth,Australia,-31.940278,115.966944,138,Australia_Perth,381488.0,2039200.0,371,745,CBR_PER
CBR,PER,2009-01-02,2009-01-30,6,17:00,19:40,QF717,73H,04:40,2,30,Boeing 737-800 (winglets) pax,B738,162,Canberra,Canberra,Australia,-35.306944,149.195,Perth Intl,Perth,Australia,-31.940278,115.966944,23,Australia_Perth,381488.0,2039200.0,371,745,CBR_PER
CNS,PER,2009-01-02,2009-01-30,57,22:25,02:25+1,QF1031,73H,05:00,2,30,Boeing 737-800 (winglets) pax,B738,162,Cairns Intl,Cairns,Australia,-16.885833,145.755278,Perth Intl,Perth,Australia,-31.940278,115.966944,46,Australia_Perth,146778.0,2039200.0,371,3664,CNS_PER
ADL,PER,2009-01-02,2009-01-24,1234567,07:05,09:00,QF593,73H,03:25,2,24,Boeing 737-800 (winglets) pax,B738,162,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,Perth Intl,Perth,Australia,-31.940278,115.966944,162,Australia_Perth,1295714.0,2039200.0,371,535,ADL_PER
ADL,PER,2009-01-02,2009-01-30,1234567,11:20,13:15,QF587,73H,03:25,2,30,Boeing 737-800 (winglets) pax,B738,162,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,Perth Intl,Perth,Australia,-31.940278,115.966944,162,Australia_Perth,1295714.0,2039200.0,371,535,ADL_PER
ADL,PER,2009-01-02,2009-01-30,1234567,16:45,18:40,QF595,73H,03:25,2,30,Boeing 737-800 (winglets) pax,B738,162,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,Perth Intl,Perth,Australia,-31.940278,115.966944,162,Australia_Perth,1295714.0,2039200.0,371,535,ADL_PER
ADL,PER,2009-01-02,2009-01-30,123457,14:45,16:40,QF585,73H,03:25,2,30,Boeing 737-800 (winglets) pax,B738,162,Adelaide Intl,Adelaide,Australia,-34.945,138.530556,Perth Intl,Perth,Australia,-31.940278,115.966944,138,Australia_Perth,1295714.0,2039200.0,371,535,ADL_PER
BME,PER,2009-01-02,2009-01-30,6,10:10,12:40,QF1071,734,02:30,2,30,Boeing 737-400 pax,B734,146,Broome,Broome,Australia,-17.8,122.2,Perth Intl,Perth,Australia,-31.940278,115.966944,20,Australia_Perth,4042.0,2039200.0,371,42042,BME_PER
BME,PER,2009-01-03,2009-01-30,123456,13:05,15:35,QF1073,73H,02:30,3,30,Boeing 737-800 (winglets) pax,B738,162,Broome,Broome,Australia,-17.8,122.2,Perth Intl,Perth,Australia,-31.940278,115.966944,138,Australia_Perth,4042.0,2039200.0,371,42042,BME_PER
BME,PER,2009-01-02,2009-01-30,123457,18:30,21:00,QF1929,717,02:30,2,30,Boeing 717,B712,106,Broome,Broome,Australia,-17.8,122.2,Perth Intl,Perth,Australia,-31.940278,115.966944,90,Australia_Perth,4042.0,2039200.0,371,42042,BME_PER
BME,PER,2009-01-02,2009-01-30,1357,10:10,12:40,QF1925,717,02:30,2,30,Boeing 717,B712,106,Broome,Broome,Australia,-17.8,122.2,Perth Intl,Perth,Australia,-31.940278,115.966944,60,Australia_Perth,4042.0,2039200.0,371,42042,BME_PER
BME,PER,2009-01-02,2009-01-30,7,13:05,15:35,QF1927,717,02:30,2,30,Boeing 717,B712,106,Broome,Broome,Australia,-17.8,122.2,Perth Intl,Perth,Australia,-31.940278,115.966944,15,Australia_Perth,4042.0,2039200.0,371,42042,BME_PER
MEL,PER,2009-01-02,2009-01-23,1234567,18:45,20:50,QF481,332,04:05,2,23,Airbus A330-200,A332,293,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Perth Intl,Perth,Australia,-31.940278,115.966944,293,Australia_Perth,4529500.0,2039200.0,371,167,MEL_PER
MEL,PER,2009-01-02,2009-01-30,1234567,08:35,10:40,QF485,332,04:05,2,30,Airbus A330-200,A332,293,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Perth Intl,Perth,Australia,-31.940278,115.966944,293,Australia_Perth,4529500.0,2039200.0,371,167,MEL_PER
MEL,PER,2009-01-02,2009-01-13,1234567,15:10,17:15,QF777,763,04:05,2,13,Boeing 767-300 pax,B763,269,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,4529500.0,2039200.0,371,167,MEL_PER
MEL,PER,2009-01-02,2009-01-22,1234567,12:25,14:30,QF769,763,04:05,2,22,Boeing 767-300 pax,B763,269,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,4529500.0,2039200.0,371,167,MEL_PER
MEL,PER,2009-01-02,2009-01-25,1234567,10:45,12:50,QF475,763,04:05,2,25,Boeing 767-300 pax,B763,269,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,Perth Intl,Perth,Australia,-31.940278,115.966944,269,Australia_Perth,4529500.0,2039200.0,371,167,MEL_PER
ASP,PER,2009-01-02,2009-01-30,1234567,10:10,12:45,QF1935,717,03:05,2,30,Boeing 717,B712,106,Alice Springs,Alice Springs,Australia,-23.806667,133.902222,Perth Intl,Perth,Australia,-31.940278,115.966944,106,Australia_Perth,23726.0,2039200.0,371,18819,ASP_PER
DRW,PER,2009-01-02,2009-01-30,1234567,14:20,17:35,QF793,73H,03:45,2,30,Boeing 737-800 (winglets) pax,B738,162,Darwin Intl,Darwin,Australia,-12.4083333,130.87266,Perth Intl,Perth,Australia,-31.940278,115.966944,162,Australia_Perth,136828.0,2039200.0,371,3856,DRW_PER
DRW,PER,2009-01-02,2009-01-30,1234567,07:30,12:45,QF1935,717,05:45,2,30,Boeing 717,B712,106,Darwin Intl,Darwin,Australia,-12.4083333,130.87266,Perth Intl,Perth,Australia,-31.940278,115.966944,106,Australia_Perth,136828.0,2039200.0,371,3856,DRW_PER
KGI,PER,2009-01-03,2009-01-30,12345,08:00,09:05,QF1061,73H,01:05,3,30,Boeing 737-800 (winglets) pax,B738,162,Kalgoorlie Boulder,Kalgoorlie,Australia,-30.789444,121.461667,Perth Intl,Perth,Australia,-31.940278,115.966944,115,Australia_Perth,30841.0,2039200.0,371,16299,KGI_PER
